Segment ID,Roadway Name,From,To,segment_average_sum
179513,RANDALL AVENUE,CROSS BRONX EXPRESSWAY NB SR,MIDPOINT OF UNDERPASS,12174
180547,HILLSIDE AVENUE,193 STREET,192 STREET,23193
180938,39 AVENUE,CLEARVIEW EXPRESSWAY SR WEST,CLEARVIEW EXPRESSWAY,6298
182686,HEWLETT STREET,77 ROAD,UNION TURNPIKE,25531
184222,BRUCKNER BOULEVARD,HUNTS POINT AVENUE,163 STREET,22088
184562,Grand Concourse Main Road,Hawkstone Street,Mount Eden Avenue,21903
184645,Yellowstone Boulevard,Alderton Road,Woodhaven Boulevard,10668
185120,College Point Boulevard,Northern Boulevard,35 Avenue,14829
185651,Marmion Avenue,Cross Bronx Expressway,Fairmount Place,2142
185661,Crotona Avenue,East Fordham Road,Southern Boulevard,3221
186009,BRUCKNER BOULEVARD,HUNTS POINT AVENUE,163 STREET,12402
186125,F D R DRIVE,SUTTON SQUARE,EAST 57 STREET,59329
187968,Murdock Avenue,174 Street,173 Street,1522
188247,3 Avenue,East 189 Street,Park Avenue,1914
188574,EAST 133 STREET,ST ANNS PLACE,CYPRESS AVENUE,8519
189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,32361
189924,Union Turnpike,141 Street,Main Street,12338
190253,BROOKLYN QUEENS EXRESSPWAY,59 STREET,60 STREET,44906
190429,BRUCKNER BOULEVARD,HUNTS POINT AVENUE,163 STREET,18602
190690,SHORE PARKWAY,25 AVENUE,BAY 41 STREET,70398
190861,EAST 167 STREET,WALTON AVENUE,GRANDVIEW PLACE,5067
190863,EAST 167 STREET,WALTON AVENUE,GRANDVIEW PLACE,3830
191010,Linden Boulevard,Malta Street,Alabama Avenue,21542
191012,Linden Boulevard,Malta Street,Alabama Avenue,16995
191088,ATLANTIC AVENUE,VAN SINDEREN AVENUE,WILLIAMS PLACE,18583
191098,Queens Boulevard,Long Island Expressway,62 Avenue,13436
191797,Union Turnpike,141 Street,Main Street,11178
192425,Provost Avenue,East 233 Street,Westchester,11730
193538,West End Avenue,West 62 Street,Thelonious Monk Circle,21296
193991,LONG ISLAND EXPRESSWAY,73 PLACE,74 STREET,106075
193992,LONG ISLAND EXPRESSWAY,73 PLACE,74 STREET,101754
194069,Horace Harding Expressway SR,93 Street,Junction Boulevard,10479
194070,Horace Harding Expressway SR,93 Street,Junction Boulevard,3866
194175,Horace Harding Expressway SR,190 Street,194 Street,10403
194331,SHORE PARKWAY,25 AVENUE,BAY 41 STREET,10618
194371,CLEARVIEW EXPRESSWAY,39 AVENUE,BOYCE AVENUE,2179
196561,Belt Parkway,79 Street,77 Street,39930
217716,Courtlandt Avenue,153 Street,East 154 Street,2705
218038,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,4410
219878,Goethals Bridge Approach,Western Avenue,Old Place Greek Shoreline,32879
220071,Goethals Bridge Approach,Western Avenue,Old Place Greek Shoreline,35006
222431,Van Wyck Expressway Exit 11 SB,136 Street,Jewel Avenue,10193
223756,HENRY HUDSON PARKWAY,105 STREET,110 STREET,62903
223773,Riverside Drive,West 100 Street,102 Street,6443
226088,HARLEM RIVER DRIVE,WEST 147 STREET,MACOMBS PLACE,73620
226093,HARLEM RIVER DRIVE,WEST 147 STREET,MACOMBS PLACE,44078
226748,EDSON AVENUE,BARTOW AVENUE,NEW ENGLAND THRUWAY ENTRANCE,15023
227110,HENRY HUDSON PARKWAY,105 STREET,110 STREET,64372
227709,CHERRY STREET,CATHERINE SLIP,MARKET STREET,1288
227759,West Street,Spring Street,West Houston Street,35624
227764,West Street,Spring Street,West Houston Street,36012
228790,Kings Highway,Avenue J,Avenue I,12590
228792,Kings Highway,Avenue J,Avenue I,1925
228794,Kings Highway,Avenue J,Avenue I,2351
229411,WEST STREET,CHAMBERS STREET,HARRISON STREET,33963
232613,Flatbush Avenue,Aviation Road,Marine Parkway Bridge,11855
232619,Flatbush Avenue,Aviation Road,Marine Parkway Bridge,12504
234174,Vermont Place,Highland Boulevard,Jackie Robinson Parkway,14594
234360,Van Wyck Expressway,136 Street,Jewel Avenue,49166
234375,Van Wyck Expressway,136 Street,Jewel Avenue,63130
236204,Jerome Avenue,Mosholu Parkway Main Road,West Mosholu Parkway North Service Road,13114
237320,Shore Road,Orchard Beach Road,Roosevelt Avenue,13365
238761,HUNTS POINT AVENUE,BRUCKNER BOULEVARD SB,BRUCKNER BOULEVARD NB,13730
238874,HENRY HUDSON PARKWAY,WEST 145 STREET,HUDSON RIVER GREENWAY,63983
238880,HENRY HUDSON PARKWAY,WEST 145 STREET,HUDSON RIVER GREENWAY,67521
239605,BRUCKNER EXPRESSWAY,LONGFELLOW AVENUE,BRYANT AVENUE,18501
240867,FDR Drive,Pike Slip,Rutgers Slip,48172
240881,FDR Drive,Pike Slip,Rutgers Slip,44498
246365,Park Row,Broadway,Beekman Street,6901
249325,MANHATTAN BRIDGE UPPER LEVEL,BODY OF WATER,BODY OF WATER,37209
250403,Riverside Drive,103 Street,102 Street,6729
251085,Montrose Avenue,Union Avenue,Lorimer Street,3191
251844,Chatham Square,Mott Street,East Broadway,10340
251853,Chatham Square,Mott Street,East Broadway,10651
251949,EXTERIOR STREET,MAJOR DEEGAN EXIT,150 STREET,17211
254353,Bedford Avenue,Lorimer Street,North 12 Street,5561
254676,JACKSON AVENUE,COURT SQUARE,44 DRIVE,10993
254677,JACKSON AVENUE,COURT SQUARE,44 DRIVE,7624
254737,JACKSON AVENUE,PURVES STREET,DUTCH KILLS STREET,10385
254740,JACKSON AVENUE,PURVES STREET,DUTCH KILLS STREET,7459
254742,Dutch Kills Street,Ed Koch Bridge Upper Roadway,Ed Koch Bridge Upper Roadway,23414
254747,Dutch Kills Street,Ed Koch Bridge Upper Roadway,Ed Koch Bridge Upper Roadway,20062
255653,Broadway,West 242 Street,240 Street,3697
256338,COOPER AVENUE,WYCKOFF AVENUE,IRVING AVENUE,14135
256655,Borinquen Place,Havemeyer Street,Marcy Avenue,17667
256656,Borinquen Place,Havemeyer Street,Marcy Avenue,13696
256800,Webster Ave,East 233 Street,234 Street,17150
257463,Central Park South,6 Avenue,Grand Army Plaza,29834
258216,FDR DRIVE VIADUCT,WHITEHALL STREET,STATE STREET,18982
258220,FDR DRIVE VIADUCT,WHITEHALL STREET,STATE STREET,25942
259381,HENRY HUDSON PARKWAY,235 STREET,236 STREET,35525
259394,HENRY HUDSON PARKWAY,WEST 235 STREET,WEST 236 STREET,30930
260318,Sheridan Expressway,East 173 Street,East 174 Street,17446
260321,Sheridan Expressway,East 173 Street,East 174 Street,29892
260349,BROADWAY,COLUMBUS CIRCLE,58 STREET,9658
261726,Park Avenue,138 Street,135 Street,3205
262242,West Broadway,Worth Street,Leonard Street,22069
262248,VAN CORTLANDT AVENUE EAST,ST GEORGE'S CRESCENT,EAST MOSHOLU PARKWAY SOUTH,8837
262252,East Mosholu Parkway,Grand Concourse,Van Courtlandt Avenue East,1932
265550,DELAFIELD AVENUE,CLOVE ROAD,RAYMOND PLACE,3753
271350,West 53 Street,6 Avenue,5 Avenue,7219
273910,West Farms Road,Cross Bronx Expressway,174 Street,2001
275302,Bowery,Prince Street,Stanton Street,12377
275334,Bowery,Prince Street,Stanton Street,15853
275873,MYRTLE AVENUE,FREEDOM DRIVE,PARK LANE SOUTH,8418
275887,Maurice Avenue,56 Drive,56 Avenue,8971
276970,East 144 Street,A J Griffin Place,Grand Concourse,7772
800251,Winchester Boulevard,88 Avenue,88 Avenue,3104
1553304,Cross Island Parkway,87 Avenue,88 Avenue,77927
8102302,Queens Boulevard,Long Island Expressway,62 Avenue,10128
8103575,White Plains Road,East 215 Street,East 216 Street,5067
9000022,Amsterdam Avenue,West 164 Street,West 165 Street,11835
9000265,Pitt Street,Stanton Street,Rivington Street,3716
9001099,1 AVENUE,EAST 120 STREET,PALADINO AVENUE,26499
9001153,2 AVENUE MAIN ROAD,EAST 122 STREET,EAST 123 STREET,23777
9001278,21 STREET,34 AVENUE,35 AVENUE,27230
9001279,21 STREET,34 AVENUE,35 AVENUE,31423
9001489,Morris Avenue,East 153 Street,East 156 Street,9241
9001519,Courtladt Avenue,East 153 Street,East 154 Street,2965
9001818,EAST 156 STREET,BROOK AVENUE,ST ANNS AVENUE,6591
9001819,St. Anns Avenue,East 156 Street,Rae Street,6366
9001821,ST ANNS AVENUE,RAE STREET,EAST 156 STREET,6371
9001846,Forsyth Street,Rivington Street,Stanton Street,2907
9001909,Amsterdam Avenue,West 61 Street,West 62 Street,22939
9002816,Fountain Avenue,Dumont Avenue,Hegeman Avenue,11945
9002974,CALHOUN AVENUE,DEWEY AVENUE,CROSS BRONX EXPRESSWAY,1586
9002975,CALHOUN AVENUE,SCHLEY AVENUE,DEWEY AVENUE,1524
9002977,Calhoun Avenue,Dewey Avenue,Cross Bronx Expressway,1661
9003577,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,6471
9003579,Morris Avenue,156 Street,Park Avenue,18822
9003582,PARK AVENUE,TOMPKINS PARK,DELMONICO PLACE,7791
9003667,Astor Avenue,Wallace Avenue,Barnes Avenue,3890
9003670,Astor Avenue,Wallace Avenue,Barnes Avenue,3633
9003982,Burke Avenue,Pearsall Avenue,Tenbroeck Avenue,5587
9003983,BURKE AVENUE,PEARSALL AVENUE,TENBROECK AVENUE,5503
9004434,Harrod Avenue,Cross Bronx Expressway,East 174 Street,3091
9005241,MANOR ROAD,WESTWOOD AVENUE,SCHMIDTS LANE,14048
9005244,MANOR ROAD,SCHMIDTS LANE,WESTWOOD AVENUE,8199
9005462,Dekalb Avenue,Taaffe Place,Classon Avenue,8683
9005486,Lafayette Avenue,Classon Avenue,Franklin Avenue,9290
9006437,Madison Street,Oliver Street,James Street,8991
9006772,Madison Avenue,99 Street,101 Street,17016
9006987,Stanley Avenue,108 Street,Snediker Avenue,8373
9006989,Stanley Avenue,Snediker Avenue,Hinsdale Street,8762
9007352,Randall Avenue,Balcom Avenue,177 Street,4192
9007479,Kissena Boulevard,65 Avenue,Melbourne Avenue,7204
9007483,KISSENA BOULEVARD,65 AVENUE,MELBOURNE AVENUE,7746
9007484,Kissena Boulevard,65 Avenue,Melbourne Avenue,9624
9007488,KISSENA BOULEVARD,65 AVENUE,MELBOURNE AVENUE,9775
9007754,Columbus Avenue,West 100 Street,West 101 Street,14344
9008113,Bronx River Avenue,174 Street,Cross Bronx Expressway,8490
9008115,Bronx River Avenue,174 Street,Cross Bronx Expressway,4559
9008423,CLARKSON AVENUE,NEW YORK AVENUE,EAST 37 STREET,9720
9008505,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,31540
9008507,Henry Hudson Parkway,Netherland Avenue,Johnson Avenue,28705
9008556,East 135 Street,Cypress Avenue,St. Anns Avenue,7020
9008598,HARROD AVENUE,CROSS BRONX EXPRESSWAY,EAST 174 STREET,2993
9008622,Francis Lewis Boulevard,86 Road,Whitehall Terrace,8820
9008637,164 STREET,67 AVENUE,65 AVENUE,7873
9008639,164 STREET,67 AVENUE,65 AVENUE,7835
9008739,Horace Harding Expressway SR,Lawrence Street,136 Street,7199
9008825,Pelham Parkway,White Plains Road,Cruger Avenue,16823
9008826,PELHAM PARKWAY,BARNES AVENUE,WALLACE AVENUE,18192
9008829,Pelham Parkway,White Plains Road,Cruger Avenue,13745
9008830,PELHAM PARKWAY,BARNES AVENUE,WALLACE AVENUE,14222
9008891,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,58451
9008895,Hutchinson River Parkway,Boller Avenue,Einstein Loop SB,55450
9008935,Francis Lewis Boulevard,86 Road,Whitehall Terrace,9469
9009052,Catherine Street,Cherry Street,Monroe Street,2054
9009102,MANHATTAN BRIDGE LOWER LEVEL,BODY OF WATER,BODY OF WATER,26213
9009104,MANHATTAN BRIDGE UPPER LEVEL,BODY OF WATER,BODY OF WATER,27551
9009379,Myrtle Avenue,Throop Avenue,Tompkins Avenue,10687
9009503,12 Avenue,West 59 Street,West 62 Street,50410
9009505,12 Avenue,West 59 Street,West 62 Street,57753
9009550,Central Park West,100 Street,97 Street,17854
9009662,FDR Drive,East 10 Street Pedestrian Overpass,East 13th Street,68257
9009764,East 169 Street,Tinton Avenue,Union Avenue,8908
9009765,East 169 Street,Tinton Avenue,Union Avenue,9330
9011956,WEST SHORE EXPRESSWAY,VETERANS ROAD WEST,VETERANS ROAD EAST,34518
9011960,WEST SHORE EXPRESSWAY,VETERANS ROAD WEST,VETERANS ROAD EAST,36159
9012002,Bruckner Expressway,Arnow Place,Sands Place,74719
9012004,Bruckner Expressway,Arnow Place,Sands Place,78185
9012150,GRAND CENTRAL PARKWAY,64 AVENUE PEDESTRIAN OVERPASS,64 ROAD,99916
9012152,GRAND CENTRAL PARKWAY,64 AVENUE PEDESTRIAN OVERPASS,64 ROAD,91339
9012249,Cross Bronx Expressway,Crotona Parkway,Daly Avenue,87113
9012251,Cross Bronx Expressway,Crotona Parkway,Daly Avenue,77051
9012452,BELT PARKWAY,134 STREET,VAN WYCK EXPRESSWAY,48650
9012455,BELT PARKWAY,134 STREET,VAN WYCK EXPRESSWAY,65236
9012502,Belt Parkway,20 Avenue,21 Avenue,63841
9012504,Belt Parkway,20 Avenue,21 Avenue,63176
9012681,BROOKLYN QUEENS EXPRESSWAY,METROPOLITAN AVENUE,RODNEY STREET,56772
9012755,Cross Island Parkway,114 Terrace,115 Avenue,77391
9012759,Cross Island Parkway,114 Terrace,115 Avenue,65334
9012807,KOREAN WAR VETS PARKWAY,HEENAN AVENUE,ALBEE AVENUE,22893
9012809,KOREAN WAR VETS PARKWAY,HEENAN AVENUE,ALBEE AVENUE,25256
9012849,LONG ISLAND EXPRESSWAY,81 STREET,82 STREET,73232
9012851,LONG ISLAND EXPRESSWAY,81 STREET,82 STREET,88365
9012909,BRUCKNER EXPRESSWAY,LONGFELLOW AVENUE,WHITTIER STREET,54358
9012911,BRUCKNER EXPRESSWAY,LONGFELLOW AVENUE,WHITTIER STREET,54224
9013048,Cross Bronx Expressway,Morris Avenue,Eastburn Avenue,75298
9013049,Cross Bronx Expressway,Morris Avenue,Eastburn Avenue,79745
9013080,Grand Central Parkway,141 Street,Main Street,64230
9013082,Grand Central Parkway,141 Street,Main Street,74395
9013171,CROSS ISLAND PARKWAY,50 AVENUE,53 AVENUE,45670
9013207,BROOKLYN QUEENS EXPRESSWAY,METROPOLITAN AVENUE,RODNEY STREET,58424
9013359,GRAND CENTRAL PARKWAY,UNION TURNPIKE,42 AVENUE,77076
9013362,GRAND CENTRAL PARKWAY NB LEFT ROADWAY,UNION TURNPIKE,42 AVENUE,49069
9013571,Jackie Robinson Parkway,Queens Boulevard,Kew Gardens Road,12582
9013573,Jackie Robinson Parkway,Queens Boulevard,Kew Gardens Road,47781
9013575,Jackie Robinson Parkway,Queens Boulevard,Kew Gardens Road,15476
9013577,Jackie Robinson Parkway,Queens Boulevard,Kew Gardens Road,43966
9013838,STATEN ISLAND EXPRESSWAY,FAHY AVENUE,GOETHALS ROAD NORTH,71605
9013840,STATEN ISLAND EXPRESSWAY,FAHY AVENUE,GOETHALS ROAD NORTH,75824
9013866,BELT PARKWAY,181 STREET,182 STREET,78913
9013874,BELT PARKWAY,181 STREET,182 STREET,87053
9014414,NEREID AVENUE,BULLARD AVENUE,BODY OF WATER,13743
9014542,BRONX RIVER PARKWAY,236 STREET,237 STREET,44645
9014546,BRONX RIVER PARKWAY,236 STREET,237 STREET,44131
9014611,East Fordham Road,Southern Boulevard,Bronx River Parkway,32912
9014615,East Fordham Road,Southern Boulevard,Bronx River Parkway,34410
9014764,FDR Drive,East 10 Street Pedestrian Overpass,East 13th Street,62538
9017020,5 Avenue,101 Street,Gustave L Levy Place,19014
9017037,Queens Boulevard,82 Avenue,80 Road,13595
9017039,Queens Boulevard,82 Avenue,80 Road,16731
